Subject lang in English	Subject lang in subject lang	Description lang	Subject lang in description lang
simplified chinese 	simplified chinese	burmese	ရိုးရှင်းသော တရုတ် 
simplified chinese 	simplified chinese	latvian	ķīniešu vienkāršotā 
simplified chinese 	simplified chinese	english	simplified chinese 
simplified chinese 	simplified chinese	malayalam	ലളിതചീനഭാഷ 
simplified chinese 	simplified chinese	serbian	кинески (поједностављен) 
simplified chinese 	simplified chinese	esperanto	ĉina simpligita 
simplified chinese 	simplified chinese	croatian	pojednostavljeni kineski 
simplified chinese 	simplified chinese	portuguese	chinês simplificado 
simplified chinese 	simplified chinese	irish	sínis shimplithe 
simplified chinese 	simplified chinese	hungarian	kínai (egyszerűsített) 
simplified chinese 	simplified chinese	chinese	中文（简体） 
simplified chinese 	simplified chinese	german	chinesisch (vereinfacht) 
simplified chinese 	simplified chinese	tamil	எளிய சீனம் 
simplified chinese 	simplified chinese	norwegian nynorsk	forenkla kinesisk 
simplified chinese 	simplified chinese	japanese	簡体中国語 
simplified chinese 	simplified chinese	belarusian	спрошчаная кітайская 
simplified chinese 	simplified chinese	kannada	ಸಿಂಪ್ಲಿಫೈಡ್ ಚೈನೀಸ್ 
simplified chinese 	simplified chinese	galician	chinés simplificado 
simplified chinese 	simplified chinese	czech	čínština (zjednodušená) 
simplified chinese 	simplified chinese	persian	چینی (ساده) 
simplified chinese 	simplified chinese	slovak	čínština (zjednodušená) 
simplified chinese 	simplified chinese	friulian	cinês semplificât 
simplified chinese 	simplified chinese	basque	txinera (soildua) 
simplified chinese 	simplified chinese	urdu	چینی (آسان کردہ) 
simplified chinese 	simplified chinese	polish	chiński (uproszczony) 
simplified chinese 	simplified chinese	arabic	الصينية (المبسطة) 
simplified chinese 	simplified chinese	swiss german	veräifachts chineesisch 
simplified chinese 	simplified chinese	breton	sinaeg eeunaet 
dinka 	dinka	swedish	dinka 
dinka 	dinka	icelandic	dinka 
dinka 	dinka	estonian	dinka 
dinka 	dinka	telugu	డింకా 
dinka 	dinka	turkish	dinka 
dinka 	dinka	marathi	दिन्का 
dinka 	dinka	oriya	ଦିଙ୍କା 
dinka 	dinka	slovenian	dinka 
dinka 	dinka	gujarati	દિન્કા 
dinka 	dinka	norwegian bokmål	dinka 
dinka 	dinka	hindi	दिन्का 
dinka 	dinka	dutch	dinka 
dinka 	dinka	korean	딩카어 
dinka 	dinka	ukrainian	дінка 
dinka 	dinka	russian	динка 
dinka 	dinka	danish	dinka 
dinka 	dinka	bulgarian	динка 
dinka 	dinka	azeri	dinka dili 
dinka 	dinka	hungarian	dinka 
dinka 	dinka	macedonian	динка 
dinka 	dinka	lithuanian	dinkų 
dinka 	dinka	french	dinka 
dinka 	dinka	catalan	dinka 
dinka 	dinka	bengali	ডিংকা 
dinka 	dinka	low german	dinka 
dinka 	dinka	maltese	dinka 
dinka 	dinka	thai	ดิงกา 
dinka 	dinka	italian	dinca 
dinka 	dinka	tamil	டின்கா 
dinka 	dinka	finnish	dinka 
dinka 	dinka	indonesian	dinka 
dinka 	dinka	romansh	dinka 
dinka 	dinka	greek	ντίνκα 
dinka 	dinka	latvian	dinku 
dinka 	dinka	english	dinka 
dinka 	dinka	malayalam	ദിന്‍ക 
dinka 	dinka	serbian	динкa 
dinka 	dinka	croatian	dinka 
dinka 	dinka	portuguese	dinka 
dinka 	dinka	chinese	丁卡文 
dinka 	dinka	german	dinka 
dinka 	dinka	norwegian nynorsk	dinka 
dinka 	dinka	japanese	ディンカ語 
dinka 	dinka	kannada	ಡಿಂಕಾ 
dinka 	dinka	czech	dinkština 
dinka 	dinka	persian	دینکایی 
dinka 	dinka	slovak	dinka 
dinka 	dinka	spanish	dinka 
dinka 	dinka	polish	dinka 
dinka 	dinka	arabic	الدنكا 
dinka 	dinka	swiss german	tinka 
church slavic 	church slavic	swedish	kyrkslaviska 
church slavic 	church slavic	icelandic	kirkjuslavneska 
church slavic 	church slavic	estonian	kirikuslaavi 
church slavic 	church slavic	telugu	చర్చ స్లావిక్ 
church slavic 	church slavic	turkish	kilise slavcası 
church slavic 	church slavic	marathi	चर्च स्लाव्हिक 
church slavic 	church slavic	italian	slavo della chiesa 
church slavic 	church slavic	oriya	ଚର୍ଚ୍ଚ ସ୍ଲାଭିକ୍ 
church slavic 	church slavic	slovenian	stara cerkvena slovanščina 
church slavic 	church slavic	gujarati	ચર્ચ સ્લાવિક 
church slavic 	church slavic	norwegian bokmål	kirkeslavisk 
church slavic 	church slavic	hindi	चर्च साल्विक 
church slavic 	church slavic	dutch	kerkslavisch 
church slavic 	church slavic	korean	교회 슬라브어 
church slavic 	church slavic	ukrainian	церковнослов’янська 
church slavic 	church slavic	russian	церковнославянский 
church slavic 	church slavic	danish	kirkeslavisk 
church slavic 	church slavic	bulgarian	църковно славянски 
church slavic 	church slavic	azeri	kilsə slav dili 
church slavic 	church slavic	hungarian	egyházi szláv 
church slavic 	church slavic	macedonian	црковнословенски 
church slavic 	church slavic	georgian	საეკლესიო სლავური 
church slavic 	church slavic	lithuanian	bažnytinė slavų 
church slavic 	church slavic	french	slavon d’église 
church slavic 	church slavic	catalan	eslau eclesiàstic 
church slavic 	church slavic	bengali	চার্চ স্লাভিও 
church slavic 	church slavic	low german	karkenslaavsch 
church slavic 	church slavic	romanian	slavonă 
church slavic 	church slavic	maltese	slaviku tal-knisja 
church slavic 	church slavic	thai	เชอร์ชสลาวิก 
church slavic 	church slavic	afrikaans	kerkslawies 
church slavic 	church slavic	tamil	சர்ச் ஸ்லாவிக் 
church slavic 	church slavic	finnish	kirkkoslaavi 
church slavic 	church slavic	hebrew	סלאבית כנסייתית עתיקה 
church slavic 	church slavic	indonesian	church slavic 
church slavic 	church slavic	romansh	slav da baselgia 
church slavic 	church slavic	greek	εκκλησιαστικά σλαβικά 
church slavic 	church slavic	latvian	baznīcslāvu 
church slavic 	church slavic	english	church slavic 
church slavic 	church slavic	malayalam	ചര്‍ച്ച് സ്ലാവിക് 
church slavic 	church slavic	serbian	црквенословенски 
church slavic 	church slavic	croatian	crkvenoslavenski 
church slavic 	church slavic	portuguese	eslavo eclesiástico 
church slavic 	church slavic	irish	slavais na heaglaise 
church slavic 	church slavic	chinese	宗教斯拉夫文 
church slavic 	church slavic	german	kirchenslawisch 
church slavic 	church slavic	norwegian nynorsk	kyrkjeslavisk 
church slavic 	church slavic	japanese	教会スラブ語 
church slavic 	church slavic	kannada	ಚರ್ಚ್ ಸ್ಲಾವಿಕ್ 
church slavic 	church slavic	galician	eslavo eclesiástico 
church slavic 	church slavic	czech	staroslověnština 
church slavic 	church slavic	persian	اسلاوی کلیسایی 
church slavic 	church slavic	slovak	cirkevná slovančina 
church slavic 	church slavic	friulian	sclâf de glesie 
church slavic 	church slavic	spanish	eslavo eclesiástico 
church slavic 	church slavic	polish	staro-cerkiewno-słowiański 
church slavic 	church slavic	arabic	سلافية كنسية 
church slavic 	church slavic	swiss german	chileslawisch 
arabic 	العربية	teso	kiarabu 
arabic 	العربية	estonian	araabia 
arabic 	العربية	telugu	అరబిక్ 
arabic 	العربية	gusii	kiarabu 
arabic 	العربية	cornish	arabek 
arabic 	العربية	bulgarian	арабски 
arabic 	العربية	azeri	ərəbcə 
arabic 	العربية	masai	nkʉtʉ́k ɔ́ɔ̄ lmarabu 
arabic 	العربية	bambara	larabukan 
arabic 	العربية	nyankole	oruharabu 
arabic 	العربية	french	arabe 
arabic 	العربية	machame	kyiarabu 
arabic 	العربية	morisyen	arab 
arabic 	العربية	tamil	அரபு 
arabic 	العربية	kalaallisut	arabiamiusut 
arabic 	العربية	nepali	अरबी 
arabic 	العربية	filipino	arabic 
arabic 	العربية	pushto	عربي 
arabic 	العربية	albanian	arabisht 
arabic 	العربية	serbian	арапски 
arabic 	العربية	malayalam	അറബി 
arabic 	العربية	koyraboro senni	laaraw senni 
arabic 	العربية	italian	arabo 
arabic 	العربية	shambala	kialabu 
arabic 	العربية	galician	árabe 
arabic 	العربية	german	arabisch 
arabic 	العربية	slovak	arabčina 
arabic 	العربية	urdu	عربی 
arabic 	العربية	polish	arabski 
arabic 	العربية	occitan	arabi 
arabic 	العربية	kirghiz	арабча 
arabic 	العربية	xhosa	isi-arabic 
arabic 	العربية	swedish	arabiska 
arabic 	العربية	nama	arabiǁî gowab 
arabic 	العربية	marathi	अरबी 
arabic 	العربية	soga	oluwarabu 
arabic 	العربية	sena	árabe 
arabic 	العربية	slovenian	arabščina 
arabic 	العربية	ewe	arabikigbe 
arabic 	العربية	kabuverdianu	arabi 
arabic 	العربية	fulah	aarabeere 
arabic 	العربية	spanish	árabe 
arabic 	العربية	colognian	arabesch 
arabic 	العربية	faroese	arabiskt 
arabic 	العربية	rombo	kiarabu 
arabic 	العربية	luo	kiarabu 
arabic 	العربية	langi	kɨaráabu 
arabic 	العربية	danish	arabisk 
arabic 	العربية	indonesian	arab 
arabic 	العربية	hawaiian	ʻalapia 
arabic 	العربية	norwegian nynorsk	arabisk 
arabic 	العربية	georgian	არაბული 
arabic 	العربية	tigrinya	ዓረበኛ 
arabic 	العربية	ganda	luwarabu 
arabic 	العربية	thai	อาหรับ 
arabic 	العربية	afrikaans	arabies 
arabic 	العربية	embu	kĩarabu 
arabic 	العربية	tonga	lea fakaʻalepea 
arabic 	العربية	vunjo	kyiarabu 
arabic 	العربية	kikuyu	kĩarabu 
arabic 	العربية	rwa	kyiarabu 
arabic 	العربية	uzbek	арабча 
arabic 	العربية	punjabi	ਅਰਬੀ 
arabic 	العربية	kalenjin	kutitab arabuk 
arabic 	العربية	tigre	ዐርቢኛ 
arabic 	العربية	greek	αραβικά 
arabic 	العربية	burmese	အာရေဗီ 
arabic 	العربية	latvian	arābu 
arabic 	العربية	english	arabic 
arabic 	العربية	lingala	liarabu 
arabic 	العربية	north ndebele	isi-alabhu 
arabic 	العربية	chinese	阿拉伯文 
arabic 	العربية	tachelhit	taɛrabt 
arabic 	العربية	swiss german	arabisch 
arabic 	العربية	kabyle	taɛrabt 
arabic 	العربية	friulian	arap 
arabic 	العربية	igbo	arabiikị 
arabic 	العربية	arabic	العربية 
arabic 	العربية	yoruba	èdè arabiki 
arabic 	العربية	breton	arabeg 
arabic 	العربية	swahili	kiarabu 
arabic 	العربية	icelandic	arabíska 
arabic 	العربية	turkish	arapça 
arabic 	العربية	oriya	ଆରବିକ୍ 
arabic 	العربية	gujarati	અરબી 
arabic 	العربية	norwegian bokmål	arabisk 
arabic 	العربية	hindi	अरबी 
arabic 	العربية	korean	아랍어 
arabic 	العربية	central morocco tamazight	taεrabt 
arabic 	العربية	malagasy	arabo 
arabic 	العربية	khmer	ភាសាអារ៉ាប់ 
arabic 	العربية	koyra chiini	laaraw senni 
arabic 	العربية	hungarian	arab 
arabic 	العربية	bosnian	arapski 
arabic 	العربية	lithuanian	arabų 
arabic 	العربية	malay	arab 
arabic 	العربية	catalan	àrab 
arabic 	العربية	russian	арабский 
arabic 	العربية	croatian	arapski 
arabic 	العربية	kazakh	арабша 
arabic 	العربية	bengali	আরবী 
arabic 	العربية	luyia	kiarabu 
arabic 	العربية	amharic	ዐርቢኛ 
arabic 	العربية	armenian	արաբերեն 
arabic 	العربية	taita	kiarabu 
arabic 	العربية	chiga	oruharabu 
arabic 	العربية	afar	arabic 
arabic 	العربية	hausa	larabci 
arabic 	العربية	irish	araibis 
arabic 	العربية	southern sotho	se-arab 
arabic 	العربية	czech	arabština 
arabic 	العربية	meru	kĩarabu 
arabic 	العربية	belarusian	арабская 
arabic 	العربية	kannada	ಅರೇಬಿಕ್ 
arabic 	العربية	macedonian	арапски 
arabic 	العربية	persian	عربی 
arabic 	العربية	mongolian	араб 
arabic 	العربية	dzongkha	ཨེ་ར་སྦིག 
arabic 	العربية	basque	arabiera 
arabic 	العربية	northern sami	arábagiella 
arabic 	العربية	vietnamese	tiếng a-rập 
arabic 	العربية	romanian	arabă 
arabic 	العربية	shona	chiarabu 
arabic 	العربية	somali	carabi 
arabic 	العربية	konkani	अरेबिक् 
arabic 	العربية	kinyarwanda	icyarabu 
arabic 	العربية	dutch	arabisch 
arabic 	العربية	sanskrit	अऱबिक् 
arabic 	العربية	akan	arabik 
arabic 	العربية	lao	ອາຣັບ 
arabic 	العربية	makonde	chalabu 
arabic 	العربية	finnish	arabia 
arabic 	العربية	asu	kiarabu 
arabic 	العربية	ukrainian	арабська 
arabic 	العربية	welsh	arabeg 
arabic 	العربية	low german	araabsch 
arabic 	العربية	maltese	għarbi 
arabic 	العربية	kurdish	عه‌ره‌بی 
arabic 	العربية	walamo	ዐርቢኛ 
arabic 	العربية	geez	ዐርቢኛ 
arabic 	العربية	kamba	kiarabu 
arabic 	العربية	tswana	arabic 
arabic 	العربية	romansh	arab 
arabic 	العربية	sango	arâbo 
arabic 	العربية	oromo	arabiffaa 
arabic 	العربية	portuguese	árabe 
arabic 	العربية	zulu	isi-alabhu 
arabic 	العربية	samburu	kiarabu 
arabic 	العربية	interlingua	arabe 
arabic 	العربية	japanese	アラビア語 
arabic 	العربية	bemba	ichi arab 
arabic 	العربية	blin	ዐርቢኛ 
arabic 	العربية	bena	hiharabu 
arabic 	العربية	hebrew	ערבית 
arabic 	العربية	esperanto	araba 
lamba 	lamba	swedish	lamba 
lamba 	lamba	icelandic	lamba 
lamba 	lamba	estonian	lamba 
lamba 	lamba	telugu	లాంబా 
lamba 	lamba	turkish	lamba 
lamba 	lamba	marathi	लाम्बा 
lamba 	lamba	oriya	ଲାମ୍ବା 
lamba 	lamba	slovenian	lamba 
lamba 	lamba	gujarati	લામ્બા 
lamba 	lamba	norwegian bokmål	lamba 
lamba 	lamba	hindi	लाम्बा 
lamba 	lamba	dutch	lamba 
lamba 	lamba	korean	람바어 
lamba 	lamba	ukrainian	ламба 
lamba 	lamba	russian	ламба 
lamba 	lamba	danish	lamba 
lamba 	lamba	bulgarian	ламба 
lamba 	lamba	azeri	lamba dili 
lamba 	lamba	hungarian	lamba 
lamba 	lamba	macedonian	ламба 
lamba 	lamba	lithuanian	lamba 
lamba 	lamba	french	lamba 
lamba 	lamba	catalan	lamba 
lamba 	lamba	bengali	লাম্বা 
lamba 	lamba	low german	lamba 
lamba 	lamba	maltese	lamba 
lamba 	lamba	thai	แลมบา 
lamba 	lamba	italian	lamba 
lamba 	lamba	tamil	லம்பா 
lamba 	lamba	finnish	lamba 
lamba 	lamba	indonesian	lamba 
lamba 	lamba	romansh	lamba 
lamba 	lamba	greek	λάμπα 
lamba 	lamba	latvian	lambu 
lamba 	lamba	english	lamba 
lamba 	lamba	malayalam	ലംബ 
lamba 	lamba	serbian	лaмбa 
lamba 	lamba	croatian	lamba 
lamba 	lamba	portuguese	lamba 
lamba 	lamba	chinese	兰巴文 
lamba 	lamba	german	lamba 
lamba 	lamba	norwegian nynorsk	lamba 
lamba 	lamba	japanese	ランバ語 
lamba 	lamba	kannada	ಲಂಬಾ 
lamba 	lamba	czech	lambština 
lamba 	lamba	persian	لامبا 
lamba 	lamba	spanish	lamba 
lamba 	lamba	polish	lamba 
lamba 	lamba	arabic	اللامبا 
lamba 	lamba	swiss german	lambanisch 
cushitic language 	cushitic language	swedish	kusjitiskt språk 
cushitic language 	cushitic language	icelandic	kúsitísk mál 
cushitic language 	cushitic language	estonian	muu kuši keel 
cushitic language 	cushitic language	telugu	కుషిటిక్ భాష 
cushitic language 	cushitic language	turkish	kuşitik diller 
cushitic language 	cushitic language	marathi	कुशितिक भाषा 
cushitic language 	cushitic language	oriya	କୁଶିତିକ୍ ଭାଷା 
cushitic language 	cushitic language	slovenian	kušitščina 
cushitic language 	cushitic language	gujarati	કુશિતિક ભાષા 
cushitic language 	cushitic language	norwegian bokmål	kusjitisk språk 
cushitic language 	cushitic language	hindi	कुशितिक भाषा 
cushitic language 	cushitic language	dutch	koesjitische taal 
cushitic language 	cushitic language	korean	쿠시어 
cushitic language 	cushitic language	ukrainian	кушітська мова 
cushitic language 	cushitic language	russian	кушитский язык 
cushitic language 	cushitic language	danish	kusjitisk sprog 
cushitic language 	cushitic language	bulgarian	кушитски езици 
cushitic language 	cushitic language	azeri	kuşitik dili 
cushitic language 	cushitic language	hungarian	kusita nyelv 
cushitic language 	cushitic language	macedonian	кушитски 
cushitic language 	cushitic language	lithuanian	kušitik kalba 
cushitic language 	cushitic language	french	langue couchitique 
cushitic language 	cushitic language	catalan	llengua cuixítica 
cushitic language 	cushitic language	bengali	কুশিতিক ভাষা 
cushitic language 	cushitic language	low german	kuschietsche spraken 
cushitic language 	cushitic language	maltese	kuxtiku (oħra) 
cushitic language 	cushitic language	thai	ภาษาคูชิทิก 
cushitic language 	cushitic language	italian	lingua cuscitica 
cushitic language 	cushitic language	tamil	குஷிடிக் மொழி 
cushitic language 	cushitic language	finnish	kuušilainen kieli 
cushitic language 	cushitic language	indonesian	cushitic lain 
cushitic language 	cushitic language	romansh	linguas cuschiticas 
cushitic language 	cushitic language	greek	γλώσσα κουσιτίκ 
cushitic language 	cushitic language	latvian	kušītu valoda 
cushitic language 	cushitic language	english	cushitic language 
cushitic language 	cushitic language	malayalam	കുഷിറ്റിക് ഭാഷ 
cushitic language 	cushitic language	serbian	кушитички језик 
cushitic language 	cushitic language	croatian	kušitski 
cushitic language 	cushitic language	portuguese	idioma cuchítico 
cushitic language 	cushitic language	chinese	库施特语系 
cushitic language 	cushitic language	german	kuschitische sprache 
cushitic language 	cushitic language	norwegian nynorsk	kusjitisk språk 
cushitic language 	cushitic language	japanese	クシュ諸語 
cushitic language 	cushitic language	belarusian	кушыцкая мова 
cushitic language 	cushitic language	kannada	ಕುಷಿಟಿಕ್ ಭಾಷೆ 
cushitic language 	cushitic language	czech	kúšitské jazyky 
cushitic language 	cushitic language	persian	زبان کوشی 
cushitic language 	cushitic language	spanish	lengua cusita 
cushitic language 	cushitic language	polish	kuszycki 
cushitic language 	cushitic language	arabic	اللغة الكشيتيكية 
cushitic language 	cushitic language	swiss german	kuschitischi schpraach 
micmac 	micmac	swedish	miʼkmaq 
micmac 	micmac	icelandic	miʼkmak 
micmac 	micmac	estonian	mikmaki 
micmac 	micmac	telugu	మికమాక్ 
micmac 	micmac	turkish	micmac 
micmac 	micmac	marathi	मिकमॅक 
micmac 	micmac	oriya	ମିକମୌକ୍ 
micmac 	micmac	slovenian	mikmaščina 
micmac 	micmac	gujarati	મિકમેક 
micmac 	micmac	norwegian bokmål	miʼkmak 
micmac 	micmac	hindi	मिकमैक 
micmac 	micmac	dutch	mi'kmaq 
micmac 	micmac	korean	미크맥어 
micmac 	micmac	ukrainian	мікмак 
micmac 	micmac	russian	микмак 
micmac 	micmac	danish	micmac 
micmac 	micmac	bulgarian	микмак 
micmac 	micmac	azeri	mikmak dili 
micmac 	micmac	hungarian	mikmak 
micmac 	micmac	macedonian	микмек 
micmac 	micmac	lithuanian	mikmak 
micmac 	micmac	french	micmac 
micmac 	micmac	catalan	micmac 
micmac 	micmac	bengali	মিকম্যাক 
micmac 	micmac	low german	micmac 
micmac 	micmac	maltese	mikmek 
micmac 	micmac	thai	มิกแมก 
micmac 	micmac	italian	micmac 
micmac 	micmac	tamil	மிக்மாக் 
micmac 	micmac	finnish	micmac 
micmac 	micmac	indonesian	micmac 
micmac 	micmac	romansh	micmac 
micmac 	micmac	greek	μικμάκ 
micmac 	micmac	latvian	mikmaku 
micmac 	micmac	english	micmac 
micmac 	micmac	malayalam	മിക്മാക് 
micmac 	micmac	serbian	микмaк 
micmac 	micmac	croatian	micmac 
micmac 	micmac	portuguese	miquemaque 
micmac 	micmac	chinese	米克马克文 
micmac 	micmac	german	miʼkmaq 
micmac 	micmac	norwegian nynorsk	miʼkmak 
micmac 	micmac	japanese	ミクマク語 
micmac 	micmac	kannada	ಮಿಕ್‌ಮ್ಯಾಕ್ 
micmac 	micmac	czech	micmac 
micmac 	micmac	persian	میکماکی 
micmac 	micmac	spanish	micmac 
micmac 	micmac	polish	micmac 
micmac 	micmac	arabic	الميكماكيونية 
micmac 	micmac	swiss german	micmac-schpraach 
ancient greek 	ancient greek	swedish	forngrekiska 
ancient greek 	ancient greek	icelandic	forngríska 
ancient greek 	ancient greek	estonian	vanakreeka 
ancient greek 	ancient greek	telugu	ప్రాచీన గ్రీక్ 
ancient greek 	ancient greek	turkish	antik yunanca 
ancient greek 	ancient greek	marathi	प्राचीन ग्रीक 
ancient greek 	ancient greek	italian	greco antico 
ancient greek 	ancient greek	oriya	ପ୍ରାଚୀନ୍ ୟୁନାନୀ 
ancient greek 	ancient greek	slovenian	stara grščina 
ancient greek 	ancient greek	gujarati	પ્રાચીન ગ્રીક 
ancient greek 	ancient greek	norwegian bokmål	gammelgresk 
ancient greek 	ancient greek	hindi	प्राचीन यूनानी 
ancient greek 	ancient greek	dutch	oudgrieks 
ancient greek 	ancient greek	sanskrit	पुरातन यवन भाषा 
ancient greek 	ancient greek	korean	고대 그리스어 
ancient greek 	ancient greek	ukrainian	давньогрецька 
ancient greek 	ancient greek	russian	древнегреческий 
ancient greek 	ancient greek	danish	oldgræsk 
ancient greek 	ancient greek	bulgarian	древногръцки 
ancient greek 	ancient greek	azeri	qədimi yunanca 
ancient greek 	ancient greek	hungarian	ógörög 
ancient greek 	ancient greek	macedonian	старогрчки 
ancient greek 	ancient greek	georgian	ძველი ბერძნული 
ancient greek 	ancient greek	lithuanian	senovės graikų 
ancient greek 	ancient greek	french	grec ancien 
ancient greek 	ancient greek	catalan	grec antic 
ancient greek 	ancient greek	bengali	প্রাচীন গ্রীক 
ancient greek 	ancient greek	low german	ooldgreeksch 
ancient greek 	ancient greek	romanian	greacă veche 
ancient greek 	ancient greek	maltese	antik (to 1453) 
ancient greek 	ancient greek	thai	กรีกโบราณ 
ancient greek 	ancient greek	afrikaans	antieke grieks 
ancient greek 	ancient greek	tamil	பண்டைய கிரேக்கம் 
ancient greek 	ancient greek	tonga	lea fakakalisimuʻa 
ancient greek 	ancient greek	dzongkha	སྔ་དུས་ཀྱི (༡༤༥༣) 
ancient greek 	ancient greek	finnish	muinaiskreikka 
ancient greek 	ancient greek	hebrew	יוונית עתיקה 
ancient greek 	ancient greek	indonesian	yunani kuno (sd 1453) 
ancient greek 	ancient greek	romansh	grec vegl 
ancient greek 	ancient greek	greek	αρχαία ελληνικά 
ancient greek 	ancient greek	burmese	ရှေးဟောင်း ဂရိ 
ancient greek 	ancient greek	latvian	sengrieķu 
ancient greek 	ancient greek	english	ancient greek 
ancient greek 	ancient greek	malayalam	പുരാതന യവന ഭാഷ 
ancient greek 	ancient greek	serbian	старогрчки 
ancient greek 	ancient greek	croatian	starogrčki 
ancient greek 	ancient greek	portuguese	grego arcaico 
ancient greek 	ancient greek	chinese	古希腊文 
ancient greek 	ancient greek	german	altgriechisch 
ancient greek 	ancient greek	norwegian nynorsk	gammalgresk 
ancient greek 	ancient greek	japanese	古代ギリシャ語 
ancient greek 	ancient greek	belarusian	старагрэцкая 
ancient greek 	ancient greek	kannada	ಪ್ರಾಚೀನ ಗ್ರೀಕ್ 
ancient greek 	ancient greek	galician	grego antigo 
ancient greek 	ancient greek	czech	starořečtina 
ancient greek 	ancient greek	persian	یونانی کهن 
ancient greek 	ancient greek	slovak	starogréčtina 
ancient greek 	ancient greek	friulian	vieri grêc 
ancient greek 	ancient greek	spanish	griego antiguo 
ancient greek 	ancient greek	polish	starogrecki 
ancient greek 	ancient greek	arabic	اليونانية القديمة 
ancient greek 	ancient greek	occitan	grec ancian 
ancient greek 	ancient greek	swiss german	altgriechisch 
kikuyu 	gikuyu	swedish	kikuyu 
kikuyu 	gikuyu	icelandic	kíkújú 
kikuyu 	gikuyu	estonian	kikuju 
kikuyu 	gikuyu	telugu	కికుయు 
kikuyu 	gikuyu	turkish	kikuyu 
kikuyu 	gikuyu	marathi	किकुयू 
kikuyu 	gikuyu	oriya	କୀକୁୟୁ 
kikuyu 	gikuyu	slovenian	kikujščina 
kikuyu 	gikuyu	gujarati	કિકુયૂ 
kikuyu 	gikuyu	norwegian bokmål	kikuyu 
kikuyu 	gikuyu	hindi	किकुयू 
kikuyu 	gikuyu	dutch	kikuyu 
kikuyu 	gikuyu	korean	키쿠유어 
kikuyu 	gikuyu	ukrainian	кікуйю 
kikuyu 	gikuyu	russian	кикуйю 
kikuyu 	gikuyu	danish	kikuyu 
kikuyu 	gikuyu	bulgarian	кикуйу 
kikuyu 	gikuyu	azeri	kikuyu dili 
kikuyu 	gikuyu	hungarian	kikuju 
kikuyu 	gikuyu	macedonian	кикују 
kikuyu 	gikuyu	lithuanian	kikui 
kikuyu 	gikuyu	french	kikuyu 
kikuyu 	gikuyu	catalan	kikuiu 
kikuyu 	gikuyu	bengali	কিকু্ইয়ু 
kikuyu 	gikuyu	low german	kikuyu 
kikuyu 	gikuyu	maltese	kikuju 
kikuyu 	gikuyu	thai	กีกูยู 
kikuyu 	gikuyu	italian	kikuyu 
kikuyu 	gikuyu	tamil	கிகுயூ 
kikuyu 	gikuyu	kikuyu	gikuyu 
kikuyu 	gikuyu	finnish	kikuju 
kikuyu 	gikuyu	indonesian	kikuyu 
kikuyu 	gikuyu	romansh	kikuyu 
kikuyu 	gikuyu	greek	κικούγιου 
kikuyu 	gikuyu	latvian	kikuju 
kikuyu 	gikuyu	english	kikuyu 
kikuyu 	gikuyu	malayalam	കികൂയു 
kikuyu 	gikuyu	serbian	кикују 
kikuyu 	gikuyu	croatian	kikuyu 
kikuyu 	gikuyu	portuguese	quicuio 
kikuyu 	gikuyu	chinese	吉库尤文 
kikuyu 	gikuyu	german	kikuyu 
kikuyu 	gikuyu	norwegian nynorsk	kikuyu 
kikuyu 	gikuyu	japanese	キクユ語 
kikuyu 	gikuyu	kannada	ಕಿಕುಯು 
kikuyu 	gikuyu	czech	kikujština 
kikuyu 	gikuyu	persian	کیکویویی 
kikuyu 	gikuyu	spanish	kikuyu 
kikuyu 	gikuyu	polish	kikuju 
kikuyu 	gikuyu	arabic	الكيكيو 
kikuyu 	gikuyu	swiss german	kikuyu-schpraach 
upper sorbian 	upper sorbian	swedish	högsorbiska 
upper sorbian 	upper sorbian	icelandic	hásorbneska 
upper sorbian 	upper sorbian	estonian	ülemsorbi 
upper sorbian 	upper sorbian	telugu	అప్పర్ సోర్బియన్ 
upper sorbian 	upper sorbian	turkish	yukarı sorbça 
upper sorbian 	upper sorbian	marathi	अप्पर सॉर्बियन 
upper sorbian 	upper sorbian	oriya	ଉପର ସର୍ବିଆନ୍ 
upper sorbian 	upper sorbian	slovenian	gornja lužiška srbščina 
upper sorbian 	upper sorbian	gujarati	અપ્પર સોર્બિયન 
upper sorbian 	upper sorbian	norwegian bokmål	høysorbisk 
upper sorbian 	upper sorbian	hindi	ऊपरी सॉर्बियन 
upper sorbian 	upper sorbian	dutch	oppersorbisch 
upper sorbian 	upper sorbian	korean	고지 소르비아어 
upper sorbian 	upper sorbian	russian	верхнелужицкий 
upper sorbian 	upper sorbian	danish	øvresorbisk 
upper sorbian 	upper sorbian	bulgarian	горносербски 
upper sorbian 	upper sorbian	azeri	yuxarı sorbca 
upper sorbian 	upper sorbian	hungarian	felső szorb 
upper sorbian 	upper sorbian	norwegian nynorsk	høgsorbisk 
upper sorbian 	upper sorbian	lithuanian	viršutinė sorbian 
upper sorbian 	upper sorbian	french	haut-sorabe 
upper sorbian 	upper sorbian	catalan	alt sòrab 
upper sorbian 	upper sorbian	bengali	উচ্চ সোর্বিয়ান 
upper sorbian 	upper sorbian	low german	böversorbsch 
upper sorbian 	upper sorbian	maltese	upper sorbian 
upper sorbian 	upper sorbian	thai	ซอร์บส์ตอนบน 
upper sorbian 	upper sorbian	croatian	gornjolužički 
upper sorbian 	upper sorbian	tamil	அப்பர் சோர்பியான் 
upper sorbian 	upper sorbian	finnish	yläsorbi 
upper sorbian 	upper sorbian	indonesian	sorbia atas 
