Subject lang in English	Subject lang in subject lang	Description lang	Subject lang in description lang
upper sorbian 	upper sorbian	romansh	aut sorb 
upper sorbian 	upper sorbian	greek	γλώσσα άνω λουσατίας 
upper sorbian 	upper sorbian	latvian	augšsorbu 
upper sorbian 	upper sorbian	english	upper sorbian 
upper sorbian 	upper sorbian	malayalam	അപ്പര്‍ സോര്‍ബിയന്‍ 
upper sorbian 	upper sorbian	serbian	горњи лужичкосрпски 
upper sorbian 	upper sorbian	italian	alto sorabo 
upper sorbian 	upper sorbian	portuguese	sorábio superior 
upper sorbian 	upper sorbian	chinese	上索布文 
upper sorbian 	upper sorbian	german	obersorbisch 
upper sorbian 	upper sorbian	ukrainian	верхньолужицька 
upper sorbian 	upper sorbian	japanese	上ソルビア語 
upper sorbian 	upper sorbian	kannada	ಅಪ್ಪರ್ ಸರ್ಬಿಯನ್ 
upper sorbian 	upper sorbian	macedonian	горносорбиски 
upper sorbian 	upper sorbian	persian	صُربی علیا 
upper sorbian 	upper sorbian	spanish	sorbio superior 
upper sorbian 	upper sorbian	polish	górnołużycki 
upper sorbian 	upper sorbian	arabic	الصربية العليا 
upper sorbian 	upper sorbian	swiss german	obersorbisch 
madurese 	madurese	swedish	maduresiska 
madurese 	madurese	icelandic	madúrska 
madurese 	madurese	estonian	madura 
madurese 	madurese	telugu	మాదురీస్ 
madurese 	madurese	turkish	madura dili 
madurese 	madurese	marathi	मादुरीस 
madurese 	madurese	oriya	ମାଦୁରୀସ୍ 
madurese 	madurese	slovenian	madurščina 
madurese 	madurese	gujarati	માદુરીસ 
madurese 	madurese	norwegian bokmål	maduresisk 
madurese 	madurese	hindi	मादुरीस 
madurese 	madurese	dutch	madurees 
madurese 	madurese	korean	마두라어 
madurese 	madurese	ukrainian	мадурська 
madurese 	madurese	russian	мадурский 
madurese 	madurese	danish	maduresisk 
madurese 	madurese	bulgarian	мадурски 
madurese 	madurese	azeri	maduriz dili 
madurese 	madurese	hungarian	madurai 
madurese 	madurese	macedonian	мадурески 
madurese 	madurese	lithuanian	madurezų 
madurese 	madurese	french	madurais 
madurese 	madurese	catalan	madurès 
madurese 	madurese	bengali	মাদুরেসে 
madurese 	madurese	low german	madureesch 
madurese 	madurese	maltese	maduriż 
madurese 	madurese	thai	มาดูรา 
madurese 	madurese	italian	madurese 
madurese 	madurese	tamil	மதுரீஸ் 
madurese 	madurese	finnish	madura 
madurese 	madurese	indonesian	madura 
madurese 	madurese	romansh	madurais 
madurese 	madurese	greek	μαντουρίζ 
madurese 	madurese	latvian	maduriešu 
madurese 	madurese	english	madurese 
madurese 	madurese	malayalam	മദുരേസേ 
madurese 	madurese	serbian	мaдурешки 
madurese 	madurese	croatian	madurski 
madurese 	madurese	portuguese	madurês 
madurese 	madurese	chinese	马都拉文 
madurese 	madurese	german	maduresisch 
madurese 	madurese	norwegian nynorsk	maduresisk 
madurese 	madurese	japanese	マドゥラ語 
madurese 	madurese	kannada	ಮದುರೀಸ್ 
madurese 	madurese	czech	madurština 
madurese 	madurese	persian	مادورایی 
madurese 	madurese	spanish	madurés 
madurese 	madurese	polish	madurajski 
madurese 	madurese	arabic	المادريز 
madurese 	madurese	swiss german	maduresisch 
kimbundu 	kimbundu	swedish	kimbundu 
kimbundu 	kimbundu	icelandic	kimbúndú 
kimbundu 	kimbundu	estonian	mbundu 
kimbundu 	kimbundu	telugu	కిమ్బుండు 
kimbundu 	kimbundu	turkish	kimbundu 
kimbundu 	kimbundu	marathi	किम्बन्दु 
kimbundu 	kimbundu	oriya	କିମ୍ବୁଣ୍ଡୁ 
kimbundu 	kimbundu	slovenian	kimbundu 
kimbundu 	kimbundu	gujarati	કિમ્બન્દુ 
kimbundu 	kimbundu	norwegian bokmål	kimbundu 
kimbundu 	kimbundu	hindi	किम्बन्दु 
kimbundu 	kimbundu	dutch	kimbundu 
kimbundu 	kimbundu	korean	킴분두어 
kimbundu 	kimbundu	ukrainian	кімбунду 
kimbundu 	kimbundu	russian	кимбундийский 
kimbundu 	kimbundu	danish	kimbundu 
kimbundu 	kimbundu	bulgarian	кимбунду 
kimbundu 	kimbundu	azeri	kimbundu dili 
kimbundu 	kimbundu	hungarian	kimbundu 
kimbundu 	kimbundu	macedonian	кимбунду 
kimbundu 	kimbundu	lithuanian	kimbundu 
kimbundu 	kimbundu	french	kimboundou 
kimbundu 	kimbundu	catalan	kimbundu 
kimbundu 	kimbundu	bengali	কিম্বুন্দু 
kimbundu 	kimbundu	low german	kimbundu 
kimbundu 	kimbundu	maltese	kimbundu 
kimbundu 	kimbundu	thai	คิมบุนดู 
kimbundu 	kimbundu	italian	kimbundu 
kimbundu 	kimbundu	tamil	கிம்புன்து 
kimbundu 	kimbundu	finnish	kimbundu 
kimbundu 	kimbundu	indonesian	kimbundu 
kimbundu 	kimbundu	romansh	kimbundu 
kimbundu 	kimbundu	greek	κιμπούντου 
kimbundu 	kimbundu	latvian	kimbundu 
kimbundu 	kimbundu	english	kimbundu 
kimbundu 	kimbundu	malayalam	ക്ലിംഗന്‍ 
kimbundu 	kimbundu	serbian	кимбунду 
kimbundu 	kimbundu	croatian	kimbundu 
kimbundu 	kimbundu	portuguese	quimbundo 
kimbundu 	kimbundu	chinese	金邦杜文 
kimbundu 	kimbundu	german	kimbundu 
kimbundu 	kimbundu	norwegian nynorsk	kimbundu 
kimbundu 	kimbundu	japanese	キンブンドゥ語 
kimbundu 	kimbundu	kannada	ಕಿಂಬುಂಡು 
kimbundu 	kimbundu	czech	kimbundština 
kimbundu 	kimbundu	persian	کیمبوندویی 
kimbundu 	kimbundu	spanish	kimbundu 
kimbundu 	kimbundu	polish	kimbundu 
kimbundu 	kimbundu	arabic	الكيمبندو 
kimbundu 	kimbundu	swiss german	kimbundu-schpraach 
swahili 	kenya	estonian	suahiili 
swahili 	kenya	telugu	స్వాహిలి 
swahili 	kenya	bulgarian	суахили 
swahili 	kenya	azeri	suahilicə 
swahili 	kenya	yoruba	èdè swahili 
swahili 	kenya	french	swahili 
swahili 	kenya	bengali	সোয়াহিলি 
swahili 	kenya	tamil	சுவாஹிலி 
swahili 	kenya	nepali	स्वाहिली 
swahili 	kenya	filipino	swahili 
swahili 	kenya	pushto	سواهېلي 
swahili 	kenya	albanian	suahilisht 
swahili 	kenya	serbian	свахили 
swahili 	kenya	malayalam	സ്വാഹിലി 
swahili 	kenya	italian	swahili 
swahili 	kenya	galician	suaxili 
swahili 	kenya	czech	svahilština 
swahili 	kenya	slovak	swahilčina 
swahili 	kenya	urdu	سواہیلی 
swahili 	kenya	polish	suahili 
swahili 	kenya	kirghiz	суахиличе 
swahili 	kenya	xhosa	isi-swahili 
swahili 	kenya	swedish	swahili 
swahili 	kenya	marathi	स्वाहिली 
swahili 	kenya	slovenian	svahili 
swahili 	kenya	colognian	suaheelesch 
swahili 	kenya	faroese	swahili 
swahili 	kenya	danish	swahili 
swahili 	kenya	indonesian	swahili 
swahili 	kenya	zulu	isiswahili 
swahili 	kenya	norwegian nynorsk	swahili 
swahili 	kenya	georgian	სუაჰილი 
swahili 	kenya	tigrinya	ሰዋሂሊኛ 
swahili 	kenya	thai	สวาฮีลี 
swahili 	kenya	afrikaans	swahili 
swahili 	kenya	tonga	lea suahile 
swahili 	kenya	tigre	ስዋሂሊኛ 
swahili 	kenya	greek	σουαχίλι 
swahili 	kenya	latvian	svahili 
swahili 	kenya	english	swahili 
swahili 	kenya	croatian	svahili 
swahili 	kenya	chinese	斯瓦希里文 
swahili 	kenya	swiss german	suaheli 
swahili 	kenya	friulian	swahili 
swahili 	kenya	arabic	السواحلية 
swahili 	kenya	breton	swahili 
swahili 	kenya	swahili	kenya 
swahili 	kenya	icelandic	svahílí 
swahili 	kenya	turkish	svahili 
swahili 	kenya	oriya	ସ୍ୱାହିଲ୍ 
swahili 	kenya	gujarati	સ્વાહિલી 
swahili 	kenya	norwegian bokmål	swahili 
swahili 	kenya	hindi	स्वाहिली 
swahili 	kenya	korean	스와힐리어 
swahili 	kenya	khmer	ភាសាស្វាហ៉ីលី 
swahili 	kenya	hungarian	szuahéli 
swahili 	kenya	bosnian	svahili 
swahili 	kenya	lithuanian	svahili 
swahili 	kenya	malay	swahili 
swahili 	kenya	catalan	suahili 
swahili 	kenya	russian	суахили 
swahili 	kenya	lingala	kiswahili 
swahili 	kenya	kazakh	суахили 
swahili 	kenya	armenian	սուահիլի 
swahili 	kenya	amharic	ስዋሂሊኛ 
swahili 	kenya	romansh	suahili 
swahili 	kenya	hausa	harshen suwahili 
swahili 	kenya	irish	svahaílis 
swahili 	kenya	southern sotho	se-swahili 
swahili 	kenya	german	suaheli 
swahili 	kenya	belarusian	суахілі 
swahili 	kenya	kannada	ಸ್ವಹಿಲಿ 
swahili 	kenya	macedonian	свахили 
swahili 	kenya	persian	سواحلی 
swahili 	kenya	mongolian	африкийн свахили хэл 
swahili 	kenya	basque	swahili 
swahili 	kenya	vietnamese	tiếng swahili 
swahili 	kenya	romanian	swahili 
swahili 	kenya	somali	sawaaxili 
swahili 	kenya	konkani	स्वाहिली 
swahili 	kenya	dutch	swahili 
swahili 	kenya	lao	ຊວາຮີລີ 
swahili 	kenya	finnish	swahili 
swahili 	kenya	ukrainian	суахілі 
swahili 	kenya	welsh	swahili 
swahili 	kenya	low german	suaheli 
swahili 	kenya	maltese	swaħili 
swahili 	kenya	kurdish	سواهیلی 
swahili 	kenya	geez	ስዋሂሊኛ 
swahili 	kenya	spanish	swahili 
swahili 	kenya	tswana	swahili 
swahili 	kenya	oromo	suwahilii 
swahili 	kenya	portuguese	suaíli 
swahili 	kenya	interlingua	swahili 
swahili 	kenya	japanese	スワヒリ語 
swahili 	kenya	kinyarwanda	igiswahili 
swahili 	kenya	blin	ስዋሂሊኛ 
swahili 	kenya	hebrew	סווהילית 
swahili 	kenya	esperanto	svahila 
khasi 	khasi	swedish	khasi 
khasi 	khasi	icelandic	kasí 
khasi 	khasi	estonian	khasi 
khasi 	khasi	telugu	ఖాసి 
khasi 	khasi	turkish	khasi 
khasi 	khasi	marathi	खासी 
khasi 	khasi	oriya	ଖାସୀ 
khasi 	khasi	slovenian	kasi 
khasi 	khasi	gujarati	ખાસી 
khasi 	khasi	norwegian bokmål	khasi 
khasi 	khasi	hindi	खासी 
khasi 	khasi	dutch	khasi 
khasi 	khasi	korean	카시어 
khasi 	khasi	ukrainian	кхасі 
khasi 	khasi	russian	кхаси 
khasi 	khasi	danish	khasi 
khasi 	khasi	bulgarian	кхаси 
khasi 	khasi	azeri	xazi dili 
khasi 	khasi	hungarian	kaszi 
khasi 	khasi	macedonian	каси 
khasi 	khasi	lithuanian	kasi 
khasi 	khasi	french	khasi 
khasi 	khasi	catalan	khasi 
khasi 	khasi	bengali	খাশি 
khasi 	khasi	low german	khasi 
khasi 	khasi	maltese	kasi 
khasi 	khasi	thai	กาสี 
khasi 	khasi	italian	khasi 
khasi 	khasi	tamil	காஸி 
khasi 	khasi	finnish	khasi 
khasi 	khasi	indonesian	khasi 
khasi 	khasi	romansh	khasi 
khasi 	khasi	greek	κάσι 
khasi 	khasi	burmese	ခါစီ 
khasi 	khasi	latvian	khasu 
khasi 	khasi	english	khasi 
khasi 	khasi	malayalam	ഘാസി 
khasi 	khasi	serbian	кaси 
khasi 	khasi	croatian	khasi 
khasi 	khasi	portuguese	khasi 
khasi 	khasi	chinese	卡西文 
khasi 	khasi	german	khasi 
khasi 	khasi	norwegian nynorsk	khasi 
khasi 	khasi	japanese	カシ語 
khasi 	khasi	kannada	ಖಾಸಿ 
khasi 	khasi	czech	khásí 
khasi 	khasi	persian	خاسیایی 
khasi 	khasi	spanish	khasi 
khasi 	khasi	polish	khasi 
khasi 	khasi	arabic	الكازية 
khasi 	khasi	swiss german	khasisch 
mandingo 	mandingo	swedish	mandinka 
mandingo 	mandingo	icelandic	mandingó 
mandingo 	mandingo	estonian	malinke 
mandingo 	mandingo	telugu	మండింగో 
mandingo 	mandingo	turkish	mandingo 
mandingo 	mandingo	marathi	मन्डिन्गो 
mandingo 	mandingo	oriya	ମାଣ୍ଡିଙ୍ଗୋ 
mandingo 	mandingo	slovenian	mandingo 
mandingo 	mandingo	gujarati	મન્ડિન્ગો 
mandingo 	mandingo	norwegian bokmål	mandingo 
mandingo 	mandingo	hindi	मन्डिन्गो 
mandingo 	mandingo	dutch	mandingo 
mandingo 	mandingo	korean	만딩고어 
mandingo 	mandingo	ukrainian	мандінго 
mandingo 	mandingo	russian	мандинго 
mandingo 	mandingo	danish	mandingo 
mandingo 	mandingo	bulgarian	мандинго 
mandingo 	mandingo	azeri	məndinqo dili 
mandingo 	mandingo	hungarian	mandingó 
mandingo 	mandingo	macedonian	мандинго 
mandingo 	mandingo	lithuanian	mandingo 
mandingo 	mandingo	french	mandingue 
mandingo 	mandingo	catalan	mandinga 
mandingo 	mandingo	bengali	ম্যান্ডিঙ্গো 
mandingo 	mandingo	low german	manding 
mandingo 	mandingo	maltese	mandingwan 
mandingo 	mandingo	thai	มันดิงกา 
mandingo 	mandingo	italian	mandingo 
mandingo 	mandingo	tamil	மான்டிங்கோ 
mandingo 	mandingo	finnish	mandingo 
mandingo 	mandingo	indonesian	mandingo 
mandingo 	mandingo	romansh	mandingo 
mandingo 	mandingo	greek	μαντίνγκο 
mandingo 	mandingo	latvian	mandingu 
mandingo 	mandingo	english	mandingo 
mandingo 	mandingo	malayalam	മണ്ഡിന്‍ഗോ 
mandingo 	mandingo	serbian	мaндинго 
mandingo 	mandingo	croatian	mandingo 
mandingo 	mandingo	portuguese	mandinga 
mandingo 	mandingo	chinese	曼丁哥文 
mandingo 	mandingo	german	manding 
mandingo 	mandingo	norwegian nynorsk	mandingo 
mandingo 	mandingo	japanese	マンディンゴ語 
mandingo 	mandingo	belarusian	мандынга 
mandingo 	mandingo	kannada	ಮಂಡಿಂಗೊ 
mandingo 	mandingo	czech	mandingština 
mandingo 	mandingo	persian	ماندینگویی 
mandingo 	mandingo	spanish	mandingo 
mandingo 	mandingo	polish	mandingo 
mandingo 	mandingo	arabic	الماندينغ 
mandingo 	mandingo	swiss german	manding-schpraach 
marshallese 	marshallese	swedish	marshalliska 
marshallese 	marshallese	icelandic	marshallska 
marshallese 	marshallese	estonian	maršalli 
marshallese 	marshallese	telugu	మార్షలీస్ 
marshallese 	marshallese	turkish	marshall adaları dili 
marshallese 	marshallese	marathi	मार्शलीज 
marshallese 	marshallese	oriya	ମାର୍ଶାଲୀଜ୍ 
marshallese 	marshallese	slovenian	marshallovščina 
marshallese 	marshallese	gujarati	માર્શલીઝ 
marshallese 	marshallese	norwegian bokmål	marshallesisk 
marshallese 	marshallese	hindi	मार्शलीज़ 
marshallese 	marshallese	dutch	marshallees 
marshallese 	marshallese	korean	마셜어 
marshallese 	marshallese	ukrainian	маршалльська 
marshallese 	marshallese	russian	маршалльский 
marshallese 	marshallese	danish	marshallese 
marshallese 	marshallese	bulgarian	маршалезе 
marshallese 	marshallese	azeri	marşal dili 
marshallese 	marshallese	hungarian	marshalli 
marshallese 	marshallese	macedonian	маршалски 
marshallese 	marshallese	lithuanian	maršalų 
marshallese 	marshallese	french	marshallais 
marshallese 	marshallese	catalan	marshallès 
marshallese 	marshallese	bengali	মার্শালিজ 
marshallese 	marshallese	low german	marschalleesch 
marshallese 	marshallese	maltese	marxall 
marshallese 	marshallese	thai	มาร์แชลลิส 
marshallese 	marshallese	italian	marshallese 
marshallese 	marshallese	tamil	மார்ஷெலிஷ் 
marshallese 	marshallese	tonga	lea fakamāsolo 
marshallese 	marshallese	finnish	marshall 
marshallese 	marshallese	indonesian	marshall 
marshallese 	marshallese	romansh	marschallais 
marshallese 	marshallese	greek	μάρσαλ 
marshallese 	marshallese	latvian	māršaliešu 
marshallese 	marshallese	english	marshallese 
marshallese 	marshallese	malayalam	മാര്‍ഷല്ലീസ് 
marshallese 	marshallese	serbian	мaршaлски 
marshallese 	marshallese	croatian	maršalski 
marshallese 	marshallese	portuguese	marshalês 
marshallese 	marshallese	chinese	马绍尔文 
marshallese 	marshallese	german	marschallesisch 
marshallese 	marshallese	norwegian nynorsk	marshallesisk 
marshallese 	marshallese	japanese	マーシャル語 
marshallese 	marshallese	kannada	ಮಾರ್ಶಲ್ಲೀಸ್ 
marshallese 	marshallese	czech	maršálština 
marshallese 	marshallese	persian	مارشالی 
marshallese 	marshallese	slovak	kajin-majol 
marshallese 	marshallese	spanish	marshalés 
marshallese 	marshallese	polish	marshall 
marshallese 	marshallese	arabic	المارشالية 
marshallese 	marshallese	swiss german	marschallesisch 
low german 	plattdüütsch	swedish	lågtyska 
low german 	plattdüütsch	icelandic	lágþýska 
low german 	plattdüütsch	estonian	alamsaksa 
low german 	plattdüütsch	telugu	లో జర్మన్ 
low german 	plattdüütsch	turkish	aşağı almanca 
low german 	plattdüütsch	marathi	लो जर्मन 
low german 	plattdüütsch	oriya	ଲୋ ଜର୍ମାନ୍ 
low german 	plattdüütsch	slovenian	nizka nemščina 
low german 	plattdüütsch	gujarati	લો જર્મન 
low german 	plattdüütsch	norwegian bokmål	lavtysk 
low german 	plattdüütsch	hindi	निचला जर्मन 
low german 	plattdüütsch	dutch	laagduits 
low german 	plattdüütsch	korean	저지 독일어 
